		corr
Rgcc	Ager	0.6659079293683917
Rgcc	Rtkn2	0.6901078378934987
Rgcc	Pmp22	0.5525902804505849
Rgcc	Gprc5a	0.7298361299692803
Rgcc	Itgb6	0.5510835099431616
Rgcc	Sdpr	0.6089290881960462
Rgcc	Tmem37	0.573789193952303
Rgcc	Lgals3	0.6759025484019121
Rgcc	Msn	0.5419307524521593
Rgcc	Cldn18	0.5742449425580307
Rgcc	Hopx	0.6851938612824778
Rgcc	Cryab	0.6589671105213036
Rgcc	Tmem213	0.5180006724231743
Rgcc	Agrn	0.6816036560024034
Rgcc	Lmo7	0.5900353530807246
Rgcc	Qk	0.6025946221528169
Rgcc	Ahnak	0.6800630831718197
Rgcc	Clic3	0.6686710290498419
Rgcc	Cav2	0.5162644802477402
Rgcc	Lamc2	0.6033122945597187
Col4a4	Akap5	0.7233747470196428
Col4a4	Cav1	0.6798024358911912
Col4a4	S100a6	0.6421843006998903
Col4a4	Col4a3	0.6543048009306911
Col4a4	Clic5	0.6759765982641465
Col4a4	Ndnf	0.523136695914502
Col4a4	Pdpn	0.7551015099258319
Col4a4	Tspan8	0.5723427558919812
Col4a4	Dpysl2	0.6223620038806718
Col4a4	Emp2	0.5478958944378761
Col4a4	Ager	0.6180888718669154
Col4a4	Rtkn2	0.7549719742652024
Col4a4	Pmp22	0.6107659215627306
Col4a4	Gprc5a	0.5594323890420942
Col4a4	Itgb6	0.5623356152121958
Col4a4	Sdpr	0.708160308706143
Col4a4	Tmem37	0.5477120876480585
Col4a4	Lgals3	0.615858476235374
Col4a4	Msn	0.5064654144101596
Col4a4	Timp3	0.5019760983800307
Col4a4	Cldn18	0.5115341536955468
Col4a4	Hopx	0.683762400191277
Col4a4	Cryab	0.5122598247801659
Col4a4	Tmem213	0.5133583054605922
Col4a4	Agrn	0.5514572380950419
Col4a4	Lmo7	0.5680182470044778
Col4a4	Qk	0.5392933162480311
Col4a4	Ahnak	0.6093969989707708
Col4a4	Clic3	0.5819812923291787
Col4a4	Rgcc	0.5220180083262708
Aldh1a7	Trf	0.5642044703948158
Aldh1a7	Cbr2	0.5296471029669824
Aldh1a7	Scgb1a1	0.5932230468078502
Aldh1a7	Scgb3a2	0.6330535087773281
Aldh1a7	Cldn10	0.5061501959523937
Aldh1a7	Nupr1	0.5720822655472797
Aldh1a7	Cyp2f2	0.6294526776850357
Aldh1a7	Hp	0.588392978059823
Sparc	Akap5	0.6727383347784447
Sparc	Cav1	0.6841002958664915
Sparc	S100a6	0.6125655220178395
Sparc	Col4a3	0.6592043779637223
Sparc	Clic5	0.6612441585754126
Sparc	Ndnf	0.5489169577539557
Sparc	Pdpn	0.6739437505543971
Sparc	Tspan8	0.615419807747032
Sparc	Dpysl2	0.6634204616552829
Sparc	Emp2	0.5137686000030188
Sparc	Ager	0.6715424679466663
Sparc	Rtkn2	0.6461557785401243
Sparc	Pmp22	0.5693658084486856
Sparc	Gprc5a	0.5538292409175882
Sparc	Itgb6	0.5467873342841185
Sparc	Sdpr	0.6173562061257098
Sparc	Tmem37	0.6067979873773025
Sparc	Lgals3	0.6924863804581525
Sparc	Cldn18	0.6071569350734105
Sparc	Hopx	0.6339066086608377
Sparc	Cryab	0.61480287106082
Sparc	Tmem213	0.5220226814521949
Sparc	Agrn	0.6574871462400855
Sparc	Lmo7	0.6416838484427738
Sparc	Qk	0.6248176593364636
Sparc	Ahnak	0.6292833027032743
Sparc	Clic3	0.6491398257326904
Sparc	Cav2	0.5111919359955379
Sparc	Lamc2	0.5636081948724734
Sparc	Rgcc	0.6164121673550035
Sparc	Col4a4	0.56093126776796
H2-Eb1	Lyz2	0.7293017961685253
H2-Eb1	Sftpa1	0.6611653013757374
H2-Eb1	Sftpc	0.5092676883790641
H2-Eb1	Cd36	0.6112307122448253
H2-Eb1	Lamp3	0.6154952659659568
H2-Eb1	Slc34a2	0.5800902217911705
H2-Eb1	Scd1	0.5698650612267425
H2-Eb1	H2-Aa	0.7724813381894815
H2-Eb1	Cbr2	0.5084048528991968
H2-Eb1	Cxcl15	0.5148192106636934
H2-Eb1	Sftpd	0.5854498591278742
H2-Eb1	Ly6e	0.5901660257357088
H2-Eb1	Cd74	0.7507919356893221
H2-Eb1	Rnase4	0.5161561049385228
H2-Eb1	H2-Ab1	0.8289271095988094
H2-Eb1	Baiap2l1	0.6107445881939403
Sftpb	Lyz2	0.6694078909952755
Sftpb	Sftpa1	0.8697089676142031
Sftpb	Sftpc	0.8127995297351238
Sftpb	Cd36	0.854296324537724
Sftpb	Lamp3	0.8439654771046774
Sftpb	Slc34a2	0.8662927464434261
Sftpb	Scd1	0.7704049964999582
Sftpb	H2-Aa	0.5726029538511195
Sftpb	Cxcl15	0.8046435821572067
Sftpb	Chil1	0.6902901064695938
Sftpb	Sftpd	0.6894066974462351
Sftpb	Napsa	0.7092243979394725
Sftpb	Etv5	0.7529064670542484
Sftpb	Ly6e	0.505432258526172
Sftpb	Cd74	0.7247492748088202
Sftpb	Rnase4	0.6266468907283672
Sftpb	H2-Ab1	0.5122549008044428
Sftpb	Baiap2l1	0.5302107628528542
Sftpb	Hc	0.7386199523951237
Sftpb	H2-Eb1	0.5203451633165639
Limch1	Akap5	0.7651012922256167
Limch1	Cav1	0.7480394608194162
Limch1	Fstl1	0.5935101484502678
Limch1	S100a6	0.7413740838826823
Limch1	Col4a3	0.7389569533262088
Limch1	Clic5	0.7162582157386359
Limch1	Ndnf	0.5813316668798085
Limch1	Pdpn	0.7906042155577673
Limch1	Tspan8	0.6348546863810066
Limch1	Dpysl2	0.6037753035069712
Limch1	Emp2	0.6731767694365492
Limch1	Ager	0.6388272639606896
Limch1	Rtkn2	0.745806104698474
Limch1	Pmp22	0.65310836042144
Limch1	Gprc5a	0.5983121716213547
Limch1	Itgb6	0.5515004626181048
Limch1	Sdpr	0.7137999970925856
Limch1	Tmem37	0.5781812439462597
Limch1	Lgals3	0.6148559105573882
Limch1	Msn	0.5966160327743548
Limch1	Timp3	0.541848471868761
Limch1	Cldn18	0.5859795795094289
Limch1	Hopx	0.7094972179190037
Limch1	Cryab	0.6073947362141627
Limch1	Tmem213	0.6096315976367599
Limch1	Agrn	0.641147513176187
Limch1	Lmo7	0.6563441972963094
Limch1	Qk	0.6069784174399516
Limch1	Ahnak	0.6780027545042873
Limch1	Clic3	0.6043489971132089
Limch1	Cav2	0.5718697571815193
Limch1	Lamc2	0.5481807742317402
Limch1	Rgcc	0.6228572953618533
Limch1	Col4a4	0.6375896553969299
Limch1	Sparc	0.6577789967997948
Ptrf	Akap5	0.7034613850009043
Ptrf	Cav1	0.6788973325475717
Ptrf	Fstl1	0.5660491286993086
Ptrf	S100a6	0.6952501754252022
Ptrf	Col4a3	0.6129867846148966
Ptrf	Clic5	0.7118660132250226
Ptrf	Pdpn	0.6610199232417194
Ptrf	Tspan8	0.6953354632968983
Ptrf	Dpysl2	0.6779228812879208
Ptrf	Emp2	0.6649406607808129
Ptrf	Ager	0.6343995491748443
Ptrf	Rtkn2	0.655341948970664
Ptrf	Pmp22	0.5985241669674318
Ptrf	Gprc5a	0.6684042446272217
Ptrf	Itgb6	0.5756579553380768
Ptrf	Sdpr	0.6649391608825537
Ptrf	Tmem37	0.5708636505532066
Ptrf	Lgals3	0.712578779609501
Ptrf	Msn	0.6228454097981403
Ptrf	Timp3	0.633115955736608
Ptrf	Cldn18	0.5123416880921552
Ptrf	Hopx	0.6968212041673245
Ptrf	Cryab	0.5858498116417922
Ptrf	Tmem213	0.6046137889394451
Ptrf	Agrn	0.6446904316598618
Ptrf	Lmo7	0.5871661160383596
Ptrf	Qk	0.5729515455630038
Ptrf	Ahnak	0.7032895874479177
Ptrf	Clic3	0.6450570521264894
Ptrf	Lamc2	0.5550826258486227
Ptrf	Rgcc	0.6509782654796519
Ptrf	Col4a4	0.5011917269247482
Ptrf	Sparc	0.5710749884848407
Ptrf	Limch1	0.5806930537259589
Ctsc	Lyz2	0.5409748354454201
Ctsc	Sftpa1	0.6345995033348736
Ctsc	Sftpc	0.6490577354026763
Ctsc	Cd36	0.6608388146749918
Ctsc	Lamp3	0.6155539380621128
Ctsc	Slc34a2	0.6174090171460997
Ctsc	Scd1	0.6006351307982083
Ctsc	H2-Aa	0.5058696258317775
Ctsc	Cxcl15	0.5754034752548973
Ctsc	Chil1	0.5362924296996039
Ctsc	Sftpd	0.5540119482467543
Ctsc	Napsa	0.5037118211279783
Ctsc	Etv5	0.5188933782822641
Ctsc	Cd74	0.5488689238192417
Ctsc	Hc	0.5170657583474112
Ctsc	Sftpb	0.6422915572210671
Gja1	Akap5	0.6296320806530181
Gja1	Cav1	0.6212021161332658
Gja1	Fstl1	0.6729582535493583
Gja1	S100a6	0.5750734545620025
Gja1	Col4a3	0.6042142303081699
Gja1	Clic5	0.6664814201849208
Gja1	Pdpn	0.6627278062502899
Gja1	Tspan8	0.5915938113419557
Gja1	Dpysl2	0.668867505428943
Gja1	Emp2	0.5415654934906874
Gja1	Ager	0.5413352591019895
Gja1	Rtkn2	0.6139041296410794
Gja1	Pmp22	0.5043400562774346
Gja1	Gprc5a	0.604756676696397
Gja1	Sdpr	0.6544820748787573
Gja1	Lgals3	0.5530677605110096
Gja1	Timp3	0.5772690445950296
Gja1	Rpl36	0.559016440234593
Gja1	Hopx	0.6156228093721736
Gja1	Cryab	0.5024307936803254
Gja1	Tmem213	0.62556184609019
Gja1	Agrn	0.5423492436337998
Gja1	Lmo7	0.5521273285702784
Gja1	Ahnak	0.6842432370378206
Gja1	Clic3	0.6074568575291185
Gja1	Rgcc	0.539278791100247
Gja1	Col4a4	0.5173146737117683
Gja1	Sparc	0.5079885516791787
Gja1	Limch1	0.6214428853982079
Gja1	Ptrf	0.5846943129299955
Gsn	Akap5	0.6243178424466228
Gsn	Cav1	0.5973185039031318
Gsn	S100a6	0.6692080501023404
Gsn	Col4a3	0.553971892736859
Gsn	Clic5	0.6009378138347622
Gsn	Pdpn	0.5771256663872647
Gsn	Tspan8	0.5141211868351792
Gsn	Dpysl2	0.5214326572216507
Gsn	Emp2	0.5985376090280199
Gsn	Ager	0.5686154927521541
Gsn	Rtkn2	0.5158411733954619
Gsn	Pmp22	0.5405627292723797
Gsn	Gprc5a	0.5815408299950218
Gsn	Lgals3	0.6286039599372536
Gsn	Timp3	0.5178518564044601
Gsn	Cldn18	0.5121350339710197
Gsn	Hopx	0.5901300393334077
Gsn	Cryab	0.5964367209731481
Gsn	Agrn	0.5193011614326272
Gsn	Lmo7	0.5581045046855531
Gsn	Qk	0.5318710719393885
Gsn	Ahnak	0.5920263693294258
Gsn	Clic3	0.564966411939977
Gsn	Rgcc	0.6183813147245499
Gsn	Ptrf	0.5297551312675028
Pon3	Lyz2	0.5412469904812781
Pon3	Sftpa1	0.6112600318233028
Pon3	Cd36	0.5732793228392294
Pon3	Lamp3	0.5432119763180946
Pon3	Slc34a2	0.5802983728979099
Pon3	Scd1	0.5973316062280042
Pon3	H2-Aa	0.5425477593642034
Pon3	Cxcl15	0.5809737179410783
Pon3	Chil1	0.6075625763288434
Pon3	Sftpd	0.6068298823164233
Pon3	Etv5	0.5182214015090458
Pon3	Ly6e	0.537883531123275
Pon3	Cd74	0.5305838007251882
Pon3	H2-Ab1	0.5087739165576423
Pon3	Hc	0.5018221923247163
Pon3	Sftpb	0.593658270298134
Anxa3	Akap5	0.5551842380346828
Anxa3	Cav1	0.5115889728476236
Anxa3	S100a6	0.5171753365716525
Anxa3	Col4a3	0.5144927856740983
Anxa3	Pdpn	0.5230752766781089
Anxa3	Dpysl2	0.5078017445249133
Anxa3	Ager	0.6004168962480542
Anxa3	Rtkn2	0.5133481874876065
Anxa3	Lgals3	0.5346164396295621
Anxa3	Timp3	0.5061450769356578
Anxa3	Cldn18	0.5608251974060716
Anxa3	Cryab	0.6172249412858161
Anxa3	Clic3	0.56787414670053
Anxa3	Rgcc	0.5080946669646157
Anxa3	Sparc	0.5295143758700855
Acot7	Lyz2	0.7088626571901286
Acot7	Sftpa1	0.6167676193744452
Acot7	Cd36	0.5886549794851205
Acot7	Lamp3	0.6016254498526683
Acot7	Slc34a2	0.5670457795072434
Acot7	Scd1	0.5580549781130137
Acot7	H2-Aa	0.7623472211591541
Acot7	Cbr2	0.5117560025883711
Acot7	Cxcl15	0.5253459838001107
Acot7	Sftpd	0.598896030935064
Acot7	Ly6e	0.5967964737516951
Acot7	Cd74	0.6825881030987865
Acot7	Rnase4	0.5290275377992244
Acot7	H2-Ab1	0.8096077345589385
Acot7	Baiap2l1	0.5271811172512202
Acot7	Hc	0.5360785906340418
Acot7	H2-Eb1	0.6618654963880326
Cnn2	Akap5	0.654425549093764
Cnn2	Cav1	0.680910357792456
Cnn2	S100a6	0.677557267182183
Cnn2	Col4a3	0.5624192238363799
Cnn2	Clic5	0.6078780130642113
Cnn2	Pdpn	0.6164486755714341
Cnn2	Tspan8	0.562080949262759
Cnn2	Dpysl2	0.59593870847775
Cnn2	Emp2	0.6428750111325662
Cnn2	Ager	0.5943005586578524
Cnn2	Rtkn2	0.6638174673426781
Cnn2	Pmp22	0.5509502481231479
Cnn2	Gprc5a	0.6032189061284957
Cnn2	Itgb6	0.5823671214977152
Cnn2	Sdpr	0.5851453546501446
Cnn2	Tmem37	0.5173811020542997
Cnn2	Lgals3	0.6114164937105329
Cnn2	Timp3	0.5633353659951876
Cnn2	Hopx	0.6561354178234537
Cnn2	Cryab	0.5352319393232501
Cnn2	Tmem213	0.5253619286497715
Cnn2	Agrn	0.5540234312411181
Cnn2	Qk	0.5620182513553792
Cnn2	Ahnak	0.6336107284826714
Cnn2	Clic3	0.5561555246725716
Cnn2	Lamc2	0.5183519617244045
Cnn2	Rgcc	0.5444260546877112
Cnn2	Col4a4	0.5117137158150405
Cnn2	Sparc	0.542175101233826
Cnn2	Ptrf	0.6397821138266153
Cnn2	Gja1	0.5260724414128963
Cnn2	Gsn	0.5486229267046838
Egfl6	Lyz2	0.6337604187831523
Egfl6	Sftpa1	0.8145650038423958
Egfl6	Sftpc	0.8018008154554667
Egfl6	Cd36	0.8144704005191814
Egfl6	Lamp3	0.8105471600594735
Egfl6	Slc34a2	0.8272230476848642
Egfl6	Scd1	0.7417463359541021
Egfl6	Cxcl15	0.7874829542386629
Egfl6	Chil1	0.638888032078507
Egfl6	Sftpd	0.5756920315517305
Egfl6	Napsa	0.7167355853395381
Egfl6	Etv5	0.6870118755912299
Egfl6	Cd74	0.581127083638353
Egfl6	Rnase4	0.7002038050180341
Egfl6	Baiap2l1	0.5286231805653198
Egfl6	Hc	0.6476139217188959
Egfl6	Sftpb	0.7070311531012808
Egfl6	Ctsc	0.5322849648533957
Dram1	Lyz2	0.5766873658496029
Dram1	Sftpa1	0.78040134023491
Dram1	Sftpc	0.7089784865180052
Dram1	Cd36	0.733042211575173
Dram1	Lamp3	0.761396982845669
Dram1	Slc34a2	0.7527918594544838
Dram1	Scd1	0.7161483878894556
Dram1	H2-Aa	0.5195993855289651
Dram1	Cxcl15	0.7501864275465683
Dram1	Chil1	0.6756715921686596
Dram1	Sftpd	0.628911364289855
Dram1	Napsa	0.6506063902886805
Dram1	Etv5	0.6934604228224968
Dram1	Cd74	0.633779731397461
Dram1	Rnase4	0.63090246931987
Dram1	Hc	0.6982366654971046
Dram1	Sftpb	0.7310331304734515
Dram1	Pon3	0.5584867117656539
Dram1	Egfl6	0.663320715904968
Elovl1	Lyz2	0.6546344963034006
Elovl1	Sftpa1	0.5846716776787025
Elovl1	Cd36	0.5570677023813225
Elovl1	Lamp3	0.5379291468262825
Elovl1	Slc34a2	0.546820117684921
Elovl1	Scd1	0.5476986925118621
Elovl1	H2-Aa	0.6763840680567867
Elovl1	Cbr2	0.5282242767707457
Elovl1	Cxcl15	0.5351152179287924
Elovl1	Chil1	0.5910248491861281
Elovl1	Sftpd	0.5993852699431466
Elovl1	Cd74	0.5604684039344522
Elovl1	Rnase4	0.5218144064272848
Elovl1	H2-Ab1	0.63068820119601
Elovl1	Baiap2l1	0.5479932453271115
Elovl1	H2-Eb1	0.5848431647981119
Elovl1	Acot7	0.5600597406916721
Fbln5	Akap5	0.6959660443281541
Fbln5	Cav1	0.7081768583236684
Fbln5	Fstl1	0.5632281581502095
Fbln5	S100a6	0.6722331599899085
Fbln5	Col4a3	0.5653817715714563
Fbln5	Clic5	0.6398798662855943
Fbln5	Pdpn	0.7433226775220266
Fbln5	Tspan8	0.6015684226331708
Fbln5	Dpysl2	0.6293401817526048
Fbln5	Emp2	0.6106804596599235
Fbln5	Ager	0.5987790882499269
Fbln5	Rtkn2	0.7164406741046659
Fbln5	Pmp22	0.6014175216994514
Fbln5	Gprc5a	0.5988154124124462
Fbln5	Itgb6	0.5166946634849134
Fbln5	Sdpr	0.7018130310351448
Fbln5	Tmem37	0.5928283176284804
Fbln5	Lgals3	0.5776772873808561
Fbln5	Timp3	0.5582589087808354
Fbln5	Cldn18	0.5347736199044559
Fbln5	Hopx	0.6122771936449652
Fbln5	Cryab	0.567797137172114
Fbln5	Tmem213	0.5881694380711824
Fbln5	Agrn	0.6286093584590471
Fbln5	Lmo7	0.5644144203704546
Fbln5	Qk	0.5624407873612366
Fbln5	Ahnak	0.6424454227457314
Fbln5	Clic3	0.5445706671006498
Fbln5	Rgcc	0.5420023948006325
Fbln5	Col4a4	0.570966725389252
Fbln5	Sparc	0.5638805204756699
Fbln5	Limch1	0.6739887895701099
Fbln5	Ptrf	0.5349616096533403
Fbln5	Gja1	0.5632941706762097
Fbln5	Cnn2	0.5297256178785785
Col4a1	Akap5	0.6684332389942956
Col4a1	Cav1	0.6010945149003889
Col4a1	S100a6	0.5585463761884712
Col4a1	Col4a3	0.6129805124637591
Col4a1	Clic5	0.5772719643604425
Col4a1	Ndnf	0.5107889884733282
Col4a1	Pdpn	0.5735306808865296
Col4a1	Tspan8	0.5770008769419959
Col4a1	Dpysl2	0.5125716056411356
Col4a1	Emp2	0.5212046381110896
Col4a1	Rtkn2	0.5300396854048783
Col4a1	Pmp22	0.5435707230128768
Col4a1	Gprc5a	0.5023256870210578
Col4a1	Sdpr	0.5523639057000646
Col4a1	Lgals3	0.534928846254615
Col4a1	Cldn18	0.5237904461654183
Col4a1	Hopx	0.5040617386507058
Col4a1	Cryab	0.5419521590199425
Col4a1	Agrn	0.5366806357387309
Col4a1	Qk	0.5306249223498811
Col4a1	Ahnak	0.5034780640632809
Col4a1	Clic3	0.5396563839491907
Col4a1	Sparc	0.5412869143391815
Krt7	Akap5	0.664189757266333
Krt7	Cav1	0.6986255796725773
Krt7	Fstl1	0.6511627730583043
Krt7	S100a6	0.6835822802651629
Krt7	Col4a3	0.59717272385017
Krt7	Clic5	0.6287444053854097
Krt7	Pdpn	0.5986857722818145
Krt7	Tspan8	0.518400026414149
Krt7	Dpysl2	0.612364586243412
Krt7	Emp2	0.5583810012482967
Krt7	Rtkn2	0.5565484188708666
Krt7	Pmp22	0.5761727587092255
Krt7	Gprc5a	0.7132598743444801
Krt7	Itgb6	0.6103964622271005
Krt7	Sdpr	0.6046592894819205
Krt7	Tmem37	0.5056175886557637
Krt7	Lgals3	0.5992611239668012
Krt7	Timp3	0.5173780789204762
Krt7	Rpl36	0.5749700173877335
Krt7	Hopx	0.6878515915323031
Krt7	Cryab	0.606818750196339
Krt7	Tmem213	0.6618090764353898
Krt7	Agrn	0.6241867478952593
Krt7	Lmo7	0.5713498189261094
Krt7	Qk	0.5880127820239732
Krt7	Ahnak	0.669972955223463
Krt7	Clic3	0.6623209695069275
Krt7	Lamc2	0.5251150279871021
Krt7	Rgcc	0.5898763325928439
Krt7	Sparc	0.5260656630163284
Krt7	Limch1	0.505669374419633
Krt7	Ptrf	0.6240896478320085
Krt7	Gja1	0.5161560091094587
Krt7	Gsn	0.5144986736164847
Krt7	Cnn2	0.6055245862903306
Krt7	Fbln5	0.5665297087358959
Msln	Akap5	0.7550855548214865
Msln	Cav1	0.7246394919986305
Msln	Fstl1	0.6363670182891542
Msln	S100a6	0.7114532306744572
Msln	Col4a3	0.6767804433781964
Msln	Clic5	0.6880377615708658
Msln	Pdpn	0.7692073510693539
Msln	Tspan8	0.6127323088034531
Msln	Dpysl2	0.6710035338490785
Msln	Emp2	0.6461710073338823
Msln	Ager	0.6046692630710532
Msln	Rtkn2	0.7395966138529569
Msln	Pmp22	0.625983153490418
Msln	Gprc5a	0.6793751043970766
Msln	Itgb6	0.6888097030653415
Msln	Sdpr	0.7182859715959621
Msln	Tmem37	0.5961838083785244
Msln	Lgals3	0.6502600896471082
Msln	Msn	0.527384308367156
Msln	Timp3	0.6010287924600465
Msln	Rpl36	0.5664119525507804
Msln	Hopx	0.6970644944481855
Msln	Cryab	0.5770634394043765
Msln	Tmem213	0.6716120337064422
Msln	Agrn	0.5953418804701065
Msln	Lmo7	0.6355278238726335
Msln	Qk	0.608396991343785
Msln	Ahnak	0.7122143568736091
Msln	Clic3	0.5973625736626659
Msln	Lamc2	0.53340469568684
Msln	Rgcc	0.6012667825361854
Msln	Col4a4	0.6645213772352697
Msln	Sparc	0.5035243335000564
Msln	Limch1	0.6890529649640824
Msln	Ptrf	0.6681728050195838
Msln	Gja1	0.5963456082536929
Msln	Gsn	0.5122244103304789
Msln	Cnn2	0.6266245886593593
Msln	Fbln5	0.5862948352692996
Msln	Krt7	0.6353168159839042
Serpinb6b	Col4a3	0.5216672821719222
Serpinb6b	Ager	0.501363678888531
Serpinb6b	Cryab	0.5128207305178286
Myh9	Akap5	0.7264427210075626
Myh9	Cav1	0.757283916884648
Myh9	Fstl1	0.7801413837455836
Myh9	S100a6	0.6745799317348732
Myh9	Col4a3	0.6082787625581986
Myh9	Clic5	0.6850244565600568
Myh9	Pdpn	0.7440227196146454
Myh9	Tspan8	0.6000832397799951
Myh9	Dpysl2	0.66672770302126
Myh9	Emp2	0.5851145236776393
Myh9	Ager	0.5045663408971324
Myh9	Rtkn2	0.7133283159801269
Myh9	Pmp22	0.5975633244924208
Myh9	Gprc5a	0.6559222485820505
Myh9	Itgb6	0.5440825632072396
Myh9	Sdpr	0.7156461026089467
Myh9	Lgals3	0.5655863217331183
Myh9	Msn	0.5057102378042622
Myh9	Timp3	0.5030203049740182
Myh9	Rpl36	0.7184634845247434
Myh9	Cldn18	0.546983384300256
Myh9	Hopx	0.6651643100568955
Myh9	Cryab	0.5247985381912845
Myh9	Tmem213	0.7529417558679583
Myh9	Agrn	0.6218219320875972
Myh9	Lmo7	0.5722726629004198
Myh9	Qk	0.6379286760622872
Myh9	Ahnak	0.7394734699602648
Myh9	Clic3	0.6183737811734936
Myh9	Lamc2	0.5398499027294371
Myh9	Rgcc	0.5897917476872234
Myh9	Col4a4	0.5871136536172
Myh9	Sparc	0.5043228471094543
Myh9	Limch1	0.635618706476736
Myh9	Ptrf	0.5828475418698856
Myh9	Gja1	0.6888643824367032
Myh9	Gsn	0.5040878990216782
Myh9	Cnn2	0.5267460582103848
Myh9	Fbln5	0.5619179547250681
Myh9	Krt7	0.6286762026226397
Myh9	Msln	0.6837162547397853
Psat1	Akap5	0.6387857607697994
Psat1	Cav1	0.6257173108632078
Psat1	S100a6	0.6176261159574044
Psat1	Col4a3	0.603159565454303
Psat1	Clic5	0.5633513078988834
Psat1	Ndnf	0.5299169049006348
Psat1	Pdpn	0.5796248038307861
Psat1	Tspan8	0.5652114028356765
Psat1	Dpysl2	0.540000032659793
Psat1	Emp2	0.5810397064220584
Psat1	Ager	0.5447005384115763
Psat1	Rtkn2	0.5648503079274777
Psat1	Pmp22	0.6680709182682436
Psat1	Gprc5a	0.5783147876960549
Psat1	Itgb6	0.6611955131962481
Psat1	Sdpr	0.545911861338046
Psat1	Tmem37	0.6128177548787337
Psat1	Lgals3	0.5229665250510365
Psat1	Timp3	0.5028022949124047
Psat1	Hopx	0.5938790442073744
Psat1	Cryab	0.5278018086943367
Psat1	Agrn	0.5195646104591366
Psat1	Lmo7	0.5039309342049124
Psat1	Ahnak	0.5155919269850776
Psat1	Cav2	0.5655700530446753
Psat1	Lamc2	0.5424829344415609
Psat1	Limch1	0.5032125818391628
Psat1	Gsn	0.5048466318634717
Psat1	Cnn2	0.5552799177962591
Psat1	Msln	0.543204464675201
Cat	Sftpa1	0.5953645403493631
Cat	Sftpc	0.5150247072787218
Cat	Cd36	0.583807171603532
Cat	Lamp3	0.6360458519554801
Cat	Slc34a2	0.6284819829183474
Cat	Scd1	0.5842948033120745
Cat	Cxcl15	0.6465576408539205
Cat	Chil1	0.6292592179357753
Cat	Nupr1	0.5220261850328237
Cat	Hc	0.5970442882228266
Cat	Sftpb	0.566236802923735
Cat	Egfl6	0.5393510624421376
Cat	Dram1	0.5274482099660274
Cat	Elovl1	0.5306168165380925
St13	Fstl1	0.5107762512365628
St13	Rpl36	0.5102371343969926
Il33	Lyz2	0.6159419314154341
Il33	Sftpa1	0.6260995470716818
Il33	Sftpc	0.5411699734993348
Il33	Cd36	0.6187903079099499
Il33	Lamp3	0.6302785739171981
Il33	Slc34a2	0.6595314138518169
Il33	Scd1	0.6356419158667762
Il33	H2-Aa	0.5783288330566504
Il33	Cxcl15	0.5907358952528189
Il33	Chil1	0.5603517038200202
Il33	Sftpd	0.5649607250836142
Il33	Napsa	0.5028856579250451
Il33	Etv5	0.6317440725221146
Il33	Cd74	0.6164542511173879
Il33	Rnase4	0.5755243110070837
Il33	H2-Ab1	0.5957082406642802
Il33	Hc	0.518486984432656
Il33	H2-Eb1	0.508879459203928
Il33	Sftpb	0.5458961240002937
Il33	Acot7	0.5349105594960564
Il33	Egfl6	0.5592122620477671
Il33	Dram1	0.5197803902895187
Il33	Elovl1	0.5847790718802168
Il33	Cat	0.5002415770921939
Hmgn2	Cd24a	0.5436144443106062
Hs2st1	Akap5	0.602963697654796
Hs2st1	Cav1	0.6110385246041296
Hs2st1	S100a6	0.567122282906331
Hs2st1	Col4a3	0.5107296639295033
Hs2st1	Clic5	0.5597611243814136
Hs2st1	Pdpn	0.6003112459333061
Hs2st1	Tspan8	0.6095614889870516
Hs2st1	Emp2	0.5072935395508713
Hs2st1	Rtkn2	0.6028198005514442
Hs2st1	Gprc5a	0.5146801156263385
Hs2st1	Sdpr	0.5478145111652792
Hs2st1	Tmem37	0.5500803106871234
Hs2st1	Hopx	0.5270304887372701
Hs2st1	Agrn	0.6302734659361284
Hs2st1	Lamc2	0.5485111359493152
Hs2st1	Rgcc	0.5265292085169987
Hs2st1	Sparc	0.5057162420620002
Hs2st1	Ptrf	0.5118571556675708
Hs2st1	Cnn2	0.5379860299191135
Acsl4	Lyz2	0.5546063598871889
Acsl4	Sftpa1	0.6331810728695627
Acsl4	Sftpc	0.5760806394541425
Acsl4	Cd36	0.6485816130492278
Acsl4	Lamp3	0.61383044337607
Acsl4	Slc34a2	0.6311380513655088
Acsl4	Scd1	0.6425609904593462
Acsl4	Cbr2	0.6014177312592975
Acsl4	Cxcl15	0.6153619965707642
Acsl4	Chil1	0.6374334788213526
Acsl4	Sftpd	0.63936593355744
Acsl4	Etv5	0.5343036002477962
Acsl4	Ly6e	0.6283568949934908
Acsl4	Cd74	0.5259342731448459
Acsl4	Nupr1	0.5853748987105466
Acsl4	Hc	0.5484487960197213
Acsl4	Sftpb	0.5947728388440163
Acsl4	Ctsc	0.5692642493628186
Acsl4	Pon3	0.5823895360732791
Acsl4	Dram1	0.5789009013699661
Col4a2	Akap5	0.5879536256482957
Col4a2	Cav1	0.5680683455668245
Col4a2	S100a6	0.5839494347181899
Col4a2	Col4a3	0.5660172571636011
Col4a2	Clic5	0.5028738984217732
Col4a2	Pdpn	0.5667473673409857
Col4a2	Tspan8	0.5524763252063771
Col4a2	Ager	0.5539890538096414
Col4a2	Rtkn2	0.5253758080393869
Col4a2	Pmp22	0.5414155898382027
